153390,47.81,7344,256,15176	
153405,48.23,7424,400,15232	
153420,48.65,7404,300,15240	
153435,49.92,7452,320,15300	
153450,48.24,7432,392,15124	
153465,48.64,7324,396,15304	
153480,49.08,7468,332,15344	
153495,47.39,7384,316,15228	
153510,47.39,7416,304,15396	
153525,47.78,7372,328,15128	
153540,47.39,7432,292,15312	
153555,48.23,7372,252,15196	
153570,47.81,7352,276,15200	
153585,48.65,7384,280,15164	
153600,48.23,7400,412,15208	
153615,48.23,7392,340,15200	
153630,47.81,7360,292,15216	
153645,47.81,7408,368,15280	
153660,48.23,7408,312,15360	
153675,47.80,7468,272,15372	
153690,47.39,7388,392,15016	
153705,49.08,7400,260,15312	
153720,47.80,7356,328,15284	
153735,48.24,7504,404,15348	
153750,47.37,7404,220,15240	
153765,42.22,7392,336,15236	
153780,41.81,7440,320,15380	
153795,40.94,7440,284,15292	
153810,40.94,7464,320,15292	
153825,40.51,7452,332,15136	
153840,41.38,7368,328,15096	
153855,42.22,7412,296,15236	
153870,49.08,7464,228,15252	
153885,48.67,7436,320,15260	
153900,48.67,7400,388,15228	
153915,43.96,7328,336,15228	
153930,42.22,7444,320,15184	
153945,42.65,7372,412,15400	
153960,49.08,7428,260,15240	
153975,48.24,7480,236,15248	
153990,49.94,7372,408,15336	
154005,48.65,7456,292,15168	
154020,49.08,7416,284,15228	
154035,48.23,7284,248,15268	
154050,47.80,7468,256,15168	
154065,47.80,7432,324,15272	
154080,43.96,7488,288,15096	
154095,43.10,7432,316,15284	
154110,42.67,7380,248,15232	
154125,43.10,7504,332,15204	
154140,46.94,7392,416,15244	
154155,48.23,7348,340,15052	
154170,47.81,7408,308,15240	
154185,48.23,7440,344,15408	
154200,47.81,7380,360,15136	
154215,47.39,7388,328,15348	
154230,49.08,7348,328,15280	
154245,47.39,7496,364,15244	
154260,47.81,7308,316,15116	
154275,43.08,7380,260,15312	
154290,47.81,7392,320,15264	
154305,48.24,7416,228,15308	
154320,49.53,7368,308,15316	
154335,49.94,7328,332,15120	
154350,48.23,7292,316,15304	
154365,49.10,7432,232,15100	
154380,49.53,7456,268,15228	
154395,48.67,7368,288,15300	
154410,48.67,7344,388,15252	
154425,48.67,7436,320,15244	
154440,49.10,7480,364,15380	
154455,47.83,7388,252,15084	
154470,49.94,7444,260,15152	
154485,48.26,7444,360,15180	
154500,48.67,7380,312,15200	
154515,49.51,7488,332,15132	
154530,49.10,7556,292,15308	
154545,49.55,7404,304,15220	
154560,49.10,7372,400,15288	
154575,50.37,7516,204,15092	
154590,48.69,7424,404,15172	
154605,49.55,7420,388,15108	
154620,49.12,7344,296,15204	
154635,48.71,7384,284,15320	
154650,50.82,7464,276,15156	
154665,48.69,7368,312,15224	
154680,48.71,7444,352,15212	
154695,48.69,7336,332,15140	
154710,43.12,7452,320,15208	
154725,48.26,7428,260,15416	
154740,49.55,7396,356,15268	
154755,49.55,7452,280,15160	
154773,102.13,7444,384,15388	
154788,49.13,7424,324,15248	
154803,50.42,7444,320,15148	
154818,49.98,7528,348,15140	
154833,49.99,7380,388,15120	
154848,48.71,7496,348,15280	
154863,49.56,7428,332,15148	
154878,49.56,7388,452,15148	
154893,49.56,7528,288,15192	
154908,49.13,7400,400,15256	
154923,48.72,7472,404,15240	
154938,48.72,7412,340,15328	
154953,48.71,7308,320,15156	
154968,49.58,7472,336,15224	
154983,49.56,7392,332,15336	
154998,48.28,7404,332,15368	
155013,49.56,7524,324,15332	
155028,47.85,7432,392,15276	
155043,48.71,7484,392,15260	
155058,47.42,7436,296,15312	
155073,49.56,7308,308,15240	
155088,48.69,7504,376,15124	
155103,47.85,7396,292,15116	
155118,49.56,7428,352,15160	
155133,49.13,7384,356,15156	
155148,49.13,7400,424,15192	
155163,49.99,7404,280,15224	
155178,49.99,7304,332,15228	
155193,49.99,7472,292,15164	
155211,96.69,7420,372,15160	
155226,49.99,7492,432,15188	
155241,49.55,7348,412,15348	
155256,49.12,7468,228,15348	
155271,47.44,7520,344,15204	
155286,49.12,7508,292,15348	
155301,50.42,7444,292,15196	
155319,96.28,7352,268,15240	
155337,95.87,7436,280,15372	
155352,50.40,7292,416,15184	
155370,96.71,7424,376,15160	
155388,97.57,7512,240,15248	
155406,97.14,7440,300,15328	
155424,96.73,7400,268,15340	
155442,96.28,7352,272,15248	
155460,96.73,7496,352,15308	
155478,97.98,7480,400,15152	
155493,49.12,7348,316,15256	
155508,43.12,7432,240,15136	
155523,42.26,7460,312,15252	
155538,41.38,7356,372,15156	
155553,42.24,7496,352,15300	
155568,41.83,7484,296,15268	
155583,42.24,7296,428,15296	
155598,40.95,7540,312,15388	
155613,41.81,7420,316,15308	
155628,43.12,7440,300,15308	
155643,49.55,7368,392,15328	
155658,49.55,7464,292,15284	
155673,49.98,7444,364,15348	
155688,49.56,7424,344,15288	
155703,49.13,7408,328,15204	
155718,48.71,7484,284,15280	
155733,49.55,7324,312,15240	
155748,48.71,7348,428,15240	
155763,48.71,7388,296,15300	
155778,47.87,7384,372,15216	
155793,48.71,7384,376,15116	
155808,49.56,7428,336,14984	
155823,48.71,7432,296,15264	
155838,48.71,7364,304,15312	
155853,48.28,7364,308,15180	
155868,48.71,7508,324,15208	
155883,48.71,7348,256,15328	
155898,49.55,7436,304,15212	
155913,49.15,7384,356,15100	
155928,49.12,7492,300,15256	
155943,49.55,7376,328,15320	
155958,48.29,7400,340,15148	
155973,49.13,7464,392,15336	
155988,49.13,7320,320,15240	
156003,49.58,7496,348,15292	
156018,50.42,7392,216,15276	
156036,97.14,7452,380,15236	
156051,49.15,7344,460,15164	
156066,49.58,7400,308,15412	
