3119740,47.32,10348,920,14528
3119755,53.18,10396,1020,14412
3119771,58.84,10544,1444,14068
3119786,56.30,10460,1124,13800
3119802,58.21,10344,772,14600
3119817,44.71,10400,868,14444
3119832,50.16,10488,908,14260
3119848,57.90,10376,1112,14248
3119863,52.32,10192,884,14176
3119879,70.35,10204,1352,14364
3119894,42.33,10876,1224,13556
3119910,66.25,10600,1440,14480
3119925,50.71,10640,608,14440
3119941,58.76,10444,1012,14224
3119956,53.99,10068,1212,14232
3119971,50.76,10164,736,14440
3119987,65.53,9776,776,14304
3120002,51.55,10380,1748,13808
3120018,69.32,8988,-428,13524
3120033,54.83,10764,524,13076
3120049,72.46,10648,1796,15420
3120065,61.43,9008,760,13588
3120080,48.71,8696,1652,15104
3120095,51.57,8868,948,14396
3120110,56.73,9152,1276,14108
3120126,62.84,9928,1448,15068
3120142,65.14,9644,992,14156
3120158,62.15,8820,876,15340
3120174,72.15,9036,1124,14776
3120190,67.42,8704,868,14156
3120206,66.20,8904,980,15000
3120221,48.50,9060,1364,14780
3120237,57.59,9296,740,14544
3120253,62.12,9188,444,14788
3120268,55.77,9004,260,14248
3120284,62.79,9136,184,15140
3120299,54.42,9076,812,14552
3120314,56.80,9208,1228,14688
3120329,52.68,9828,2468,15976
3120344,57.37,10428,1564,14348
3120359,51.09,10148,1192,14484
3120374,49.63,9456,1012,14408
3120389,48.36,9292,824,14416
3120404,45.28,9208,764,15188
3120420,64.33,8740,944,14388
3120436,64.00,9484,1412,13892
3120451,41.98,9724,1004,14448
3120467,62.75,9868,1188,14760
3120483,58.38,8608,524,14264
3120499,63.08,9216,1168,15056
3120515,71.64,9208,368,14080
3120530,52.24,9592,1460,14656
3120545,53.42,9268,764,13732
3120560,51.57,9008,1104,15436
3120576,69.39,8944,1288,14608
3120591,52.82,8960,720,14188
3120607,58.53,10976,772,12748
3120623,59.73,10612,1120,13880
3120638,44.64,10228,1476,14384
3120653,54.69,10032,1604,15248
3120669,59.12,9160,592,14436
3120684,48.17,9524,812,14836
3120700,74.02,10212,1276,14072
3120715,48.59,9480,1244,14572
3120730,55.07,9636,536,13684
3120746,68.96,9492,736,14680
3120761,56.44,9728,624,14356
3120777,61.96,9876,1108,14512
3120793,70.66,9656,736,15188
3120809,59.70,9460,1532,13836
3120825,64.40,9744,2040,14132
3120841,67.14,9256,1144,14836
3120856,49.87,9892,1128,15264
3120872,65.79,9472,896,15108
3120888,60.95,9616,1280,14180
3120903,55.63,9940,868,14536
3120918,55.75,10104,1348,14028
3120934,67.33,10520,1616,13072
3120950,65.34,9580,592,14324
3120965,45.10,9596,956,14660
3120981,64.26,9992,1112,15132
3120996,48.98,9800,672,14440
3121012,62.29,9952,712,14832
3121028,60.66,9664,632,14836
3121043,45.02,9084,828,14484
3121058,45.41,11048,1272,14720
3121074,58.91,10592,1868,14156
3121089,57.42,10180,1132,14756
3121104,57.44,10536,780,14660
3121119,55.75,9688,524,13856
3121134,53.87,9260,1096,15156
3121149,50.51,10364,1184,14136
3121164,49.27,9076,732,14740
3121179,53.75,9884,884,14224
3121194,51.55,10084,1224,14680
3121209,49.36,9972,1392,14692
3121224,49.65,9384,1164,15252
3121239,48.28,9712,512,14444
3121254,48.62,10080,888,14724
3121269,45.53,10272,604,13900
3121284,43.84,10324,800,14456
3121299,40.78,11228,1440,12812
3121313,37.82,11364,1740,13348
3121328,42.21,10672,784,13588
3121343,41.30,10384,672,13780
3121357,38.72,10480,880,13752
3121371,37.80,10256,1216,15304
3121385,37.37,11968,2156,14408
3121399,37.35,10940,992,12956
3121413,36.46,10576,948,14116
3121427,35.62,9664,516,14860
3121441,35.16,10572,864,13844
3121455,35.12,10288,788,15652
3121469,33.84,9872,364,13992
3121483,29.34,10592,1168,12984
3121497,28.09,9848,2076,13584
3121511,26.86,8316,152,17936
3121525,25.74,10580,956,14936
3121539,26.14,10220,408,14284
3121553,29.86,11224,792,14528
3121567,28.04,11856,1624,14148
3121581,25.93,11220,1844,13252
3121594,19.26,11864,1292,14320
3121607,19.41,11332,1164,13080
3121621,25.23,8544,1352,16908
3121635,23.56,9864,956,12948
3121648,22.33,9920,436,14028
3121661,21.56,10372,780,15000
3121674,21.59,9688,400,13876
3121687,18.64,10016,692,14288
3121700,19.24,11704,1612,14084
3121713,17.96,10340,900,13464
3121726,17.22,10148,924,13936
3121739,16.40,10848,1436,14184
3121752,16.10,10768,456,13852
3121765,15.35,9944,1216,13880
3121778,14.97,11276,892,13836
3121791,13.79,12308,1800,13980
3121804,12.16,11956,1136,14116
3121817,11.83,11668,1092,14072
3121830,11.52,10640,1692,14652
3121843,9.98,11496,1752,13228
3121856,9.67,11552,772,14468
3121869,8.95,16288,876,12352
3121882,7.87,29920,3932,9380
3121895,7.82,32767,3620,8732
3121908,7.56,19844,-168,6276
3121921,7.46,17724,-2168,10752
3121934,7.00,11580,-624,12720
3121947,7.00,11524,1628,12772
3121960,7.00,13604,4340,20200
3121973,7.41,11220,3468,11712
3121986,7.34,11704,3224,12928
3121999,7.34,10484,712,15984
3122012,7.36,10616,672,14108
3122025,7.36,10832,1272,15112
3122038,7.36,11456,1228,13068
3122051,7.41,12592,1504,13952
3122064,7.00,12376,852,13752
3122077,7.46,11848,716,14188
3122090,7.56,9656,548,15900
