403749,26.94,4300,16460,-1176	
403763,26.94,4320,16464,-1196	
403777,26.94,4268,16456,-1224	
403791,26.96,4308,16576,-860	
403805,26.94,4244,16556,-1072	
403819,26.94,4328,16416,-1240	
403833,26.94,4248,16452,-1216	
403847,26.93,4268,16464,-1488	
403861,27.37,4196,16504,-1300	
403875,26.96,4204,16448,-1276	
403889,27.37,4236,16476,-1336	
403903,26.94,4252,16440,-1284	
403917,26.94,4200,16440,-1336	
403931,27.39,4244,16456,-1236	
403945,27.39,4256,16380,-1368	
403959,27.39,4236,16532,-1188	
403973,27.82,4312,16476,-1228	
403987,27.39,4292,16520,-1196	
404001,27.82,4128,16420,-1284	
404015,27.39,4252,16512,-1388	
404029,26.96,4244,16524,-1224	
404043,26.96,4260,16472,-1292	
404057,27.39,4228,16520,-1232	
404071,26.96,4300,16404,-1488	
404085,26.96,4212,16448,-1164	
404099,26.96,4296,16488,-1352	
404113,26.96,4356,16448,-1328	
404127,26.96,4280,16472,-1304	
404141,26.96,4252,16468,-1168	
404155,28.23,4240,16420,-1244	
404169,26.96,4304,16572,-1404	
404183,26.98,4264,16464,-1260	
404197,26.96,4352,16412,-1288	
404211,27.80,4268,16452,-1224	
404225,27.80,4200,16536,-1328	
404239,27.39,4268,16476,-1248	
404253,27.80,4216,16492,-1236	
404267,27.39,4312,16476,-1192	
404281,26.96,4304,16512,-1068	
404295,26.98,4328,16396,-1368	
404309,27.39,4276,16488,-1224	
404323,27.39,4200,16500,-1268	
404337,27.37,4240,16364,-1240	
404351,27.37,4172,16392,-1304	
404365,26.98,4280,16504,-1324	
404379,28.23,4232,16416,-1280	
404393,27.37,4220,16384,-1172	
404407,26.96,4300,16476,-1160	
404421,27.82,4256,16504,-1204	
404435,27.37,4220,16536,-1324	
404449,27.82,4268,16548,-1244	
404463,27.39,4300,16536,-1244	
404477,27.82,4164,16492,-1248	
404491,26.96,4244,16508,-1264	
404505,27.82,4152,16504,-1388	
404519,28.25,4252,16468,-1188	
404533,28.25,4300,16508,-1204	
404547,26.96,4172,16400,-1200	
404561,28.25,4204,16440,-1328	
404575,27.82,4288,16440,-1268	
404589,27.39,4204,16416,-1312	
404603,27.41,4300,16516,-1148	
404617,27.41,4180,16440,-1328	
404631,27.82,4324,16360,-1176	
404645,27.39,4356,16436,-1236	
404659,28.23,4276,16432,-1288	
404673,27.41,4192,16596,-1148	
404687,27.82,4284,16492,-1088	
404701,27.41,4276,16568,-1272	
404715,27.82,4180,16496,-1224	
404729,26.96,4260,16348,-1260	
404743,26.96,4216,16568,-1356	
404757,26.98,4220,16440,-1176	
404771,27.39,4344,16440,-1220	
404785,26.96,4268,16392,-1300	
404799,27.39,4392,16340,-1260	
404813,26.98,4192,16380,-1196	
404827,26.94,4200,16440,-1152	
404841,27.41,4268,16464,-1220	
404855,26.55,4176,16372,-1412	
404869,26.96,4216,16500,-1168	
404883,26.98,4204,16396,-1280	
404897,27.39,4228,16416,-1200	
404911,26.98,4260,16540,-1268	
404925,26.55,4260,16460,-1260	
404939,26.55,4356,16492,-1252	
404953,26.55,4248,16428,-1236	
404967,26.55,4200,16532,-1384	
404981,26.53,4316,16452,-1312	
404995,26.55,4216,16504,-1216	
405009,26.55,4232,16448,-1180	
405023,27.82,4144,16484,-1336	
405037,26.53,4280,16520,-1256	
405051,26.53,4232,16504,-1156	
405065,26.53,4296,16476,-1224	
405079,26.53,4240,16444,-1244	
405093,26.94,4284,16408,-1172	
405107,27.82,4348,16476,-1204	
405121,26.53,4212,16472,-1236	
405135,26.94,4148,16480,-1256	
405149,27.82,4272,16448,-1292	
405163,27.41,4248,16376,-1252	
405177,27.82,4320,16456,-1176	
405191,27.82,4164,16440,-1144	
405205,27.80,4188,16480,-1256	
405219,26.96,4296,16372,-1404	
405233,27.82,4168,16480,-1248	
405247,26.94,4268,16396,-1380	
405261,26.96,4204,16440,-1340	
405275,26.94,4280,16424,-1288	
405289,27.82,4192,16460,-1448	
405303,27.39,4252,16408,-1244	
405317,27.80,4356,16316,-1284	
405331,26.94,4276,16424,-1112	
405345,26.53,4316,16396,-1164	
405359,26.94,4292,16444,-1240	
405373,27.39,4236,16440,-1392	
405387,27.80,4308,16508,-1328	
405401,26.94,3920,16388,-1884	
405415,26.94,4300,16440,-1328	
405429,26.94,4256,16380,-1252	
405443,26.94,4236,16468,-1236	
405457,26.96,4204,16408,-1256	
405471,26.96,4232,16416,-1340	
405485,26.96,4264,16396,-1276	
