564492,3.38,20444,124,-4284	
564504,3.38,20436,152,-4264	
564516,3.38,20452,232,-4468	
564528,3.40,20172,308,-4112	
564540,3.38,20400,228,-3940	
564552,3.38,20300,28,-4060	
564564,3.38,20368,204,-3936	
564576,3.38,20340,188,-4216	
564588,3.38,20392,160,-4328	
564600,3.38,20380,116,-4208	
564612,3.38,20396,80,-4228	
564624,3.38,20372,216,-4472	
564636,3.38,20424,20,-4476	
564648,3.38,20396,144,-4400	
564660,3.38,20432,48,-4236	
564672,3.38,20480,144,-4236	
564684,3.81,20332,72,-4224	
564696,3.81,20300,32,-4404	
564708,3.38,20360,128,-4252	
564720,3.81,20360,40,-4248	
564732,3.81,20288,132,-4208	
564744,3.81,20436,144,-4284	
564756,3.81,20396,148,-4300	
564768,3.40,20368,80,-4020	
564780,3.38,20280,96,-4404	
564792,3.38,20476,28,-4348	
564804,3.38,20380,4,-4516	
564829,3.79,20360,20,-4260	
564841,3.38,20260,216,-4408	
564853,3.38,20356,52,-4376	
564865,3.40,20348,44,-4296	
564877,3.38,20396,84,-4352	
564889,3.81,20288,40,-4384	
564901,3.38,20412,228,-4288	
564913,3.40,20392,176,-4272	
564925,3.40,20364,36,-4236	
564937,3.38,20372,192,-4160	
564949,3.38,20348,40,-4320	
564961,3.38,20352,128,-4196	
564973,3.38,20332,88,-4280	
564985,3.40,20360,124,-4248	
564997,3.34,20436,40,-4272	
565009,3.76,20360,92,-4180	
565021,3.76,20496,144,-4436	
565033,3.34,20588,216,-4248	
565045,3.34,20320,180,-4392	
565057,3.34,20424,104,-4468	
565069,3.79,20336,-36,-4468	
565081,3.79,20328,52,-4444	
565093,3.81,20308,48,-4508	
565105,3.34,20360,140,-4388	
565117,3.34,20300,184,-4308	
565129,3.34,20316,96,-4488	
565141,3.76,20456,116,-4440	
565153,3.38,20356,120,-4408	
565165,3.81,20348,144,-4216	
565177,3.81,20340,44,-4208	
565189,3.81,20292,76,-4264	
565201,3.81,20288,96,-4412	
565213,3.76,20328,56,-4200	
565225,3.76,20204,-32,-4440	
565237,3.34,20336,108,-4456	
565249,3.79,20320,76,-4368	
565261,3.81,20412,96,-4416	
565273,3.38,20380,88,-4480	
565285,3.76,20392,64,-4492	
565297,3.76,20396,92,-4452	
565309,3.34,20376,72,-4316	
565321,3.38,20328,92,-4404	
565333,3.38,20356,144,-4284	
565345,3.40,20448,64,-4380	
565357,3.81,20280,52,-4384	
565369,3.38,20288,124,-4320	
565381,3.38,20332,120,-4252	
565393,3.40,20296,56,-4292	
565405,3.38,20404,52,-4176	
565417,3.38,20260,32,-4204	
565429,3.38,20364,164,-4284	
565441,3.38,20368,60,-4168	
565453,3.40,20320,176,-4284	
565465,3.38,20452,68,-4356	
