3166844,51.28,10340,960,14476
3166860,69.05,10364,1040,14468
3166876,67.30,10496,1004,14280
3166891,50.20,10412,1188,14324
3166907,57.97,10492,1364,14388
3166923,61.79,10560,736,14312
3166938,55.94,10648,1308,13852
3166953,51.72,10260,980,14392
3166969,65.67,10432,916,14440
3166984,56.17,10424,1088,14400
3166999,51.74,10432,1104,14952
3167015,64.18,10340,836,14396
3167031,58.02,10608,1180,14356
3167046,56.70,10372,844,14784
3167062,65.29,10368,1068,14544
3167077,55.94,10604,1344,13924
3167092,52.27,10656,980,13900
3167107,53.51,10532,1244,14384
3167122,53.68,10344,716,14632
3167138,63.46,10656,1604,13924
3167154,66.32,10188,592,14980
3167169,57.09,10300,812,14860
3167184,57.11,10516,1112,13972
3167200,74.47,10528,908,14588
3167216,57.88,10480,1160,14044
3167232,62.51,10532,1044,14328
3167247,51.78,10468,1104,14488
3167263,61.29,10192,708,14404
3167279,71.38,10376,1112,14100
3167295,61.84,10368,1112,14492
3167311,59.17,10464,1408,13764
3167327,63.33,10552,1464,14356
3167342,57.21,10548,1092,14440
3167357,48.12,10508,1652,14044
3167373,63.68,10412,1184,14252
3167388,53.54,10260,856,14720
3167404,64.38,10080,788,14312
3167420,57.71,9612,936,14260
3167436,66.89,9068,672,15148
3167452,61.31,8952,564,14492
3167468,70.01,9252,1160,14976
3167483,55.39,9020,1620,13636
3167498,52.82,10428,2476,13200
3167513,55.96,10988,2476,13680
3167529,68.45,10236,1636,13688
3167545,64.67,9208,176,15096
3167560,52.92,9144,76,14924
3167575,54.28,9020,-40,13564
3167591,68.14,9896,564,14892
3167607,58.02,9284,452,14720
3167623,60.03,10524,120,14040
3167638,51.59,9404,308,14640
3167654,65.79,9524,928,14420
3167669,49.31,9156,1064,14344
3167684,57.13,9096,1496,14632
3167700,62.72,11624,2124,12612
3167715,51.59,11720,1780,13352
3167731,63.70,11504,748,14316
3167746,50.85,10236,344,14248
3167762,64.33,9564,588,14796
3167777,55.21,8756,684,14464
3167793,60.30,9260,1600,14536
3167808,54.97,9188,2104,15860
3167823,51.67,9552,1512,14800
3167838,57.26,9180,1296,15056
3167854,60.64,9052,892,14468
3167869,51.26,9308,824,15052
3167885,60.32,9020,508,14028
3167901,66.51,9296,748,15024
3167916,55.27,9220,916,14320
3167932,62.85,9068,816,14648
3167948,66.64,9568,1104,14716
3167964,64.71,9604,996,14592
3167980,61.67,9156,448,14220
3167996,62.49,9344,1164,14780
3168012,60.64,8824,3048,16024
3168027,56.54,11352,1888,14440
3168043,59.30,10908,1100,14832
3168058,46.84,10136,1156,15040
3168073,48.72,9472,584,14952
3168088,42.38,9520,832,14292
3168103,53.54,9556,596,15080
3168118,50.51,10260,1076,13340
3168133,46.73,9412,1180,14760
3168148,46.97,9372,1496,14396
3168163,53.59,9960,1176,14916
3168178,47.71,9696,800,14368
3168193,56.77,9492,652,14600
3168208,50.87,9336,324,14488
3168224,61.84,9392,424,14464
3168240,58.62,9676,948,14640
3168256,64.98,10044,976,13936
3168272,63.46,10652,1704,14444
3168288,60.44,10356,1648,14128
3168303,57.37,9864,1192,15068
3168318,42.14,9976,1172,14616
3168333,55.14,10012,608,14088
3168349,67.95,9660,1176,13276
3168365,69.59,10076,1376,14768
3168381,62.25,10332,1436,15240
3168397,59.66,9900,1120,14540
3168413,69.06,9824,1028,14316
3168428,53.08,10068,1088,14340
3168443,56.44,9564,924,14552
3168459,68.24,9788,468,13864
3168474,54.13,10052,956,14904
3168490,58.67,9892,676,14016
3168506,62.55,10092,1068,14752
3168522,60.80,9756,640,14392
3168537,49.15,10056,1300,14188
3168551,40.23,11324,1648,13836
3168566,53.18,10304,1060,13352
3168582,62.48,10212,952,14652
3168597,55.29,9856,1416,14400
3168612,55.19,10052,676,14532
3168628,61.04,10300,1104,14384
3168644,59.87,11128,1416,13684
3168659,52.00,10292,1224,14584
3168675,58.70,10780,696,14452
3168691,57.50,9864,1232,14220
3168706,56.70,10096,904,14640
3168721,55.51,10236,1104,14548
3168736,54.85,10532,1060,14096
3168751,54.43,10772,424,14288
3168766,53.41,10424,1064,14148
3168781,53.85,9764,892,15212
3168796,47.37,11116,1400,15164
3168811,51.96,10796,1660,14232
3168826,51.24,10680,848,13884
3168841,48.96,9692,676,14168
3168856,50.61,10712,892,14056
3168871,49.05,11136,1120,14556
3168886,48.64,11068,808,13024
3168901,48.31,10756,1016,15164
3168915,38.98,9972,1324,13644
3168930,45.67,10316,444,14276
3168945,45.34,10212,1464,15224
3168959,37.82,10296,308,13240
3168973,34.15,10916,2288,14776
3168988,43.25,10184,1200,14740
3169003,42.10,10752,1176,14272
3169018,41.78,10916,1392,14452
3169033,41.04,10476,548,14580
3169048,40.35,11532,1048,13312
3169062,39.22,10076,860,14464
3169076,39.32,10120,924,15288
3169090,38.72,10780,1140,13812
3169104,38.47,10744,568,13860
3169118,28.73,10492,748,14176
3169132,36.70,9908,888,14948
3169146,35.12,10664,1564,14052
3169160,29.40,10104,684,13776
3169174,34.25,9700,1060,14556
3169188,33.20,10116,988,14460
3169202,25.88,9848,880,14744
3169216,23.56,10736,1740,13836
3169230,25.95,10224,1212,13944
3169244,23.63,9116,1172,15036
3169257,21.76,13276,1852,11560
3169271,23.75,8792,1356,17956
3169284,19.71,10684,1712,15424
3169297,22.55,10596,1512,14104
3169310,19.45,10816,1380,15160
3169323,18.88,9584,796,14588
3169336,19.21,10268,608,15220
3169350,25.38,10508,1324,15112
3169364,25.18,10652,1340,14476
3169378,24.51,11060,792,13680
3169392,24.66,11120,708,14652
3169406,24.03,11232,948,13388
3169420,23.36,10172,468,14320
3169433,22.28,10620,928,13456
3169446,22.09,10120,1120,13524
3169459,21.04,10964,1140,14988
3169472,20.07,10840,1364,13832
3169485,19.50,10652,1128,15384
3169498,19.35,10580,880,14600
3169511,19.16,10520,692,13916
3169524,18.59,10296,524,13920
3169537,17.53,11152,1108,14068
3169550,17.01,10828,1740,13416
3169563,16.40,10732,832,13484
3169576,16.29,10924,1072,13688
3169589,15.30,10200,632,15420
3169602,14.73,9648,376,14516
3169615,14.17,11248,1216,13720
3169628,13.60,12036,1408,13480
3169641,13.07,9956,1480,14592
3169654,12.54,10880,1940,13368
3169667,11.99,12636,588,13832
3169680,11.49,12340,1576,12260
3169693,10.98,11820,1020,13132
3169706,10.46,10320,432,15692
3169719,9.95,11252,2892,14580
3169732,9.45,12280,1908,15676
3169745,8.95,10800,968,12880
3169758,8.49,11232,1772,13360
3169771,8.03,11996,1032,12428
3169784,7.56,10804,1252,13616
3169797,7.15,11676,1904,14408
3169810,6.69,12572,1500,13536
3169823,6.28,10864,952,14684
3169835,5.87,11112,1720,13316
3169847,5.51,9304,1332,15100
3169859,5.14,11776,936,12868
3169871,4.37,11368,1788,14232
3169883,4.06,10264,1300,14264
3169895,3.70,11304,676,14288
3169907,3.76,11540,440,13852
3169919,3.04,10752,852,13592
3169931,3.14,11836,1764,14412
3169943,2.83,12488,1264,14116
3169955,2.52,12160,1304,13400
3169967,2.73,11748,1308,13716
3169979,2.47,11120,1312,14528
3169991,2.68,12164,704,13120
3170003,4.84,10532,1204,14648
3170015,3.55,11528,780,15268
